entidad_id,nombre_extraido,nombre_real,ciudad,email_extraido,email_real,nit,cod_institucion,orden,sector,naturaleza_juridica,tipo_institucion,direccion,telefono,pagina_web,estado,representante,cargo_representante,total_registros
284,ALCALDÍA DE GRANADA META,ALCALDIA DE GRANADA - META,GRANADA,INDUSTRIACOMERCIO@GRANADA-META.GOV.CO,ALCALDIA@GRANADA-META.GOV.CO,892099243,618,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,MZ A CS 6 CONJUNTO RESIDENCIAL BOSQUES DE GRANADA I,3108816051,http://www.granadameta.gov.co,ACTIVA,JUAN CARLOS MENDOZA RENDON,ALCALDE,530
285,GOBERNACIÓN DEL MAGDALENA,,,CONTACTENOS@MAGDALENA.GOV.CO,,,,,,,,,,,,,,529
287,GOBERNACION DE RISARALDA,GOBERNACION DE RISARALDA,,VENTANILLA.UNICA@RISARALDA.GOV.CO,,891480085,4417,TERRITORIAL,NO APLICA,GOBERNACIÓN,ADSCRITAS,CALLE 19 NO. 13-17,3398301,http://www.risaralda.gov.co,ACTIVA,VICTOR MANUEL TAMAYO VARGAS,,528
290,ALCALDÍA MUNICIPAL DE LA DORADA,ALCALDIA DE LA DORADA,LA DORADA,TYT@LADORADA-CALDAS.GOV.CO,,890801130,686,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 3 NO.14-76,8577533,http://www.ladorada-caldas.gov.co/,ACTIVA,JHON FREDDY SALDAÑA LEOPARDO,,525
297,DIRECCIÓN SECCIONAL DE BUCARAMANGA,DIRECCION DE TRANSITO DE BUCARAMANGA,BUCARAMANGA,COBCOACBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,,890204109,2739,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,KILOMETRO 4 VIA GIRON,6809966,http://www.transitobucaramanga.gov.co,ACTIVA,,,514
300,MUNICIPIO DE VALLEDUPAR SECRETARIA DE TRANSITO Y TRANSPORTE,,VALLEDUPAR,TRANSITO@VALLEDUPAR-CESAR.GOV.CO,,,,,,,,,,,,,,512
304,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO DE LA REPÚBLICA,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,,NOTIFICACIONESJUDICIALES@FONPRECON.GOV.CO,DIRECCION@FONPRECON.GOV.CO,899999734,376,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 10 N 24  55 PISOS 2 Y 3,3415566,https://www.fonprecon.gov.co,ACTIVA,"RAMIREZ RIVERA, FRANCISCO ALVARO","GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",510
308,MUNICIPIO DE DOSQUEBRADAS,,DOSQUEBRADAS,HACIENDA@DOSQUEBRADAS.GOV.CO,,,,,,,,,,,,,,505
309,DEPARTAMENTO DEL VALLE DEL CAUCA,,,CONTACTENOS@VALLEDELCAUCA.GOV.CO,,,,,,,,,,,,,,505
322,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,,SMASMELA@MINTIC.GOV.CO,,899999053,12,NACIONAL,TECNOLOGÍAS DE LA INFORMACION Y LAS COMUNICACIONES,MINISTERIO,CABEZA,EDIFICIO MURILLO TORO CARRERAS 7 Y 8 ENTRE CALLES 12 A Y 13,3442347,http://www.mintic.gov.co,ACTIVA,YEIMI CARINA MURCIA YELA,,488
327,SECRETARÍA DISTRITAL DE MOVILIDAD,SECRETARIA DISTRITAL DE MOVILIDAD,,EMBARGOSYDESEMBARGOSDGC@MOVILIDADBOGOTA.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,480
334,ALCALDÍA DE ARMENIA,ALCALDIA DE ARMENIA  ANTIOQUIA,ARMENIA,SERVICIOALCLIENTE@ARMENIA.GOV.CO,,890983763,112,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLLE 10 NO 9-22,8559015,http://www.armenia-antioquia.gov.co,ACTIVA,MARTHA LIBIA PARRA GIL,,470
336,MUNICIPIO DE VALLEDUPAR,,VALLEDUPAR,TRANSITO@VALLEDUPAR-CESAR.GOV.CO,,,,,,,,,,,,,,467
342,ALCALDÍA DE COPACABANA,ALCALDIA DE COPACABANA,COPACABANA,CONTACTENOS@COPACABANA.GOV.CO,,890980767,278,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 50 NO 50-15,2740069,http://www.copacabana.gov.co,ACTIVA,JOHNNATAN ANDRES PINEDA AGUDELO,,463
349,GOBERNACIÓN DE SANTANDER,GOBERNACION DE SANTANDER,,INFOBANCOSCOBROCOATIVO@SANTANDER.GOV.CO,,890201235,4418,TERRITORIAL,NO APLICA,GOBERNACIÓN,ADSCRITAS,CALLE 37 NO. 10-30 PALACIO AMARILLO.,976339889,http://www.santander.gov.co,ACTIVA,JUVENAL DIAZ MATEUS,,450
352,ALCALDÍA DE PUERTO BOYACÁ,ALCALDIA DE PUERTO BOYACA,PUERTO BOYACÁ,TRANSITO@PUERTOBOYACA-BOYACA.GOV.CO,,891800466,919,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 2A NO 9-47,7384651,www.puertoboyaca-boyaca.gov.co,ACTIVA,JHON FEIBER URREA CIFUENTES,,443
359,MUNICIPIO DE PIEDECUESTA,,PIEDECUESTA,APOYOCOBROCOACTIVO@ALCALDIADEPIEDECUESTA.GOV.CO,,,,,,,,,,,,,,434
373,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,,COBROCOACTIVO@SUPERVIGILANCIA.GOV.CO,,800217123,5259,NACIONAL,DEFENSA,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,ADSCRITAS,"CARRERA 10 N 26  71 INT. 106 PISOS 2, 3 Y 4",3274000,http://www.supervigilancia.gov.co,ACTIVA,,,421
376,ADRES,,,CORRESPONDENCIA1@ADRES.GOV.CO,,,,,,,,,,,,,,418
385,ALCALDÍA DE MANIZALES,ALCALDIA DE MANIZALES,MANIZALES,NOTIFMANIZALESTRANSITOCOBCOACTIVO@INFOTIC.GOV.CO,,890801053,423,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 19 NO 21-44  PROPIEDAD HORIZONTAL CAM,8928000,www.manizales.gov.co,ACTIVA,JORGE EDUARDO ROJAS GIRALDO,,407
393,SECRETARÍA DE HACIENDA Y FINANZAS PÚBLICAS,,,RECAUDO@PUERTOSALGAR-CUNDINAMARCA.GOV.CO,,,,,,,,,,,,,,403
394,"EMPRESA DE ACUEDUCTO , ALCANTARILLADO Y ASEO DE YOPAL E.I.C.E - E.S.P","EMPRESA DE ACUEDUCTO,ALCANTARILLADO Y ASEO MANAURE E.S.P.",YOPAL,EAAAY@EAAAY.GOV.CO,,825000869,12780,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,NO APLICA,CALLE 2 #11-98 BARRIO LA UNION,,www.eaaademanaureesp.com,ACTIVA,ADIS SILMERYS RUIZ ROBLES,,403
399,MUNICIPIO DE BARBOSA,,BARBOSA,TRANSITO@BARBOSA-SANTANDER.GOV.CO,,,,,,,,,,,,,,399
408,DIRECCION DE TRANSITO DE BUCARAMANGA,DIRECCION DE TRANSITO DE BUCARAMANGA,BUCARAMANGA,EJECUCIONES@TRANSITOBUCARAMANGA.GOV.CO,,890204109,2739,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,KILOMETRO 4 VIA GIRON,6809966,http://www.transitobucaramanga.gov.co,ACTIVA,,,392
411,CONTRALORÍA GENERAL DE LA REPÚBLICA,CONTRALORIA GENERAL DE LA REPUBLICA,,CGR@CONTRALORIA.GOV.CO,,899999067,896,NACIONAL,NO APLICA,CONTRALORÍA GENERAL DE LA REPÚBLICA,NO APLICA,CARRERA 69 N 44  35,5187000,http://www.contraloria.gov.co,ACTIVA,,,388
423,DIRECCIÓN SECCIONAL DE NEIVA,,NEIVA,COBCOANEIVA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,374
425,COLJUEGOS,,,CONTACTENOS@COLJUEGOS.GOV.CO,,,,,,,,,,,,,,372
427,GOBERNACIÓN DE CÓRDOBA,GOBERNACION DE CORDOBA,,CONTACTENOS@CORDOBA.GOV.CO,,800103935,4395,TERRITORIAL,NO APLICA,GOBERNACIÓN,ADSCRITAS,CALLE 27 # 3-28 PISO 4 PALACIO NAIN,7810772,http://www.cordoba.gov.co,ACTIVA,ERASMO ELIAS ZULETA BECHARA,,372
431,FONDO DE PASIVO SOCIAL FERROCARRILES NACIONALES DE COLOMBIA,FONDO DE PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA,COLOMBIA,CORRESPONDENCIA@FPS.GOV.CO,QUEJASYRECLAMOS@FPS.GOV.CO,800112806,932,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 13 N 18  24 ESTACIÓN DE LA SABANA,3817169,http://www.fps.gov.co,ACTIVA,SAMIRA JULIETH ELJACH DURANTE,"GERENTE, PRESIDENTE O DIRECTOR GENERAL O NACIONAL DE ENTIDAD DESCENTRALIZADA Ó D",369
432,DIRECCIÓN SECCIONAL DE PASTO,,PASTO,COBCOAPAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,369
438,ALCALDÍA DE YUMBO,ALCALDIA DE YUMBO,YUMBO,ALCALDEYUMBO@YUMBO.GOV.CO,,890399025,511,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 5 NO 4-40 BARRIO BELALCAZAR YUMBO - VALLE,6516600,www.yumbo.gov.co,ACTIVA,EDGAR ALEXANDER RUIZ GARCIA,,361
457,LA UNIDAD DE PENSIONES Y PARAFISCALES,,,CONTACTENOS@UGPP.GOV.CO,,,,,,,,,,,,,,347
463,ALCALDIA MUNICIPAL DE SAN GIL,ALCALDIA DE SAN GIL,SAN GIL,CONTACTENOS@SANGIL.GOV.CO,,804001425,473,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 12 NO. 9-51 FRENTE AL PARQUE PRINCIPAL,7243597,http://www.sangil.gov.co,ACTIVA,EDGAR ORLANDO PINZÓN ROJAS,,342
481,ALCALDÍA DE SABANETA,ALCALDIA DE SABANETA,SABANETA,ALCALDE@SABANETA.GOV.CO,,890980331,984,TERRITORIAL,NO APLICA,ALCALDÍA,NO APLICA,CARRERA 45 NO 71 SUR 24 SABANETA,4406802,http://www.sabaneta.gov.co,ACTIVA,ALDER JAMES CRUZ OCAMPO,,329
484,MINISTERIO DE EDUCACIÓN NACIONAL,MINISTERIO DE EDUCACION NACIONAL,,ATENCIONALCIUDADANO@MINEDUCACION.GOV.CO,ATENCIONALCIUDADANO@MINEDUCACION.GOV.CO,899999001,11,NACIONAL,EDUCACIÓN,MINISTERIO,CABEZA,CALLE 43 N 57  14,2222800,http://www.mineducacion.gov.co,ACTIVA,JOSE DANIEL ROJAS MEDELLIN,MINISTRO,328
493,ALCALDÍA DE GALAPA,ALCALDIA DE GALAPA,GALAPA,ALCALDIA@GALAPA-ATLANTICO.GOV.CO,,890102472,600,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 13 N° 17-117,3086529,http://www.galapa-atlantico.gov.co,ACTIVA,,,321
498,ALCALDÍA DE ENVIGADO,ALCALDIA DE ENVIGADO,ENVIGADO,TESORERIA@ENVIGADO.GOV.CO,,890907106,573,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CRA 43 NO 38S-35 PALACIO MUNICIPAL,3394000,http://www.envigado.gov.co,ACTIVA,RAUL EDUARDO CARDONA GONZALEZ,,320
499,MUNICIPIO DE ARMENIA,,ARMENIA,TESORERIA@ARMENIA.GOV.CO,,,,,,,,,,,,,,319
502,SERVICIO NACIONAL DE APRENDIZAJE SENA,SERVICIO NACIONAL DE APRENDIZAJE,,CFONSECAG@SENA.EDU.CO,GRUPOADMONDOCUMENTOS@SENA.EDU.CO,899999034,347,NACIONAL,TRABAJO,ESTABLECIMIENTO PÚBLICO,NO APLICA,CALLE 57 N 8  69,5461500,http://www.sena.edu.co,ACTIVA,JORGE EDUARDO LONDOÑO ULLOA,DIRECTOR GENERAL,316
503,ALCALDÍA DEL MUNICIPIO DE CHINCHINÁ,ALCALDIA DE CHINCHINA,CHINCHINÁ,CONTACTENOS@CHINCHINA-CALDAS.GOV.CO,,890801133,223,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 8 CALLE 11 ESQUINA PALACIO MUNICIPAL PISO 2,3137782020,http://chinchina-caldas.gov.co,ACTIVA,,,315
509,SECRETARÍA DE HACIENDA PIEDECUESTA,SECRETARIA DE HACIENDA DE BOGOTA,PIEDECUESTA,APOYOCOBROCOACTIVO@ALCALDIADEPIEDECUESTA.GOV.CO,,899999061,6123,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 30 N °  25 -90 P. 6,3385000,http://www.shd.gov.co,ACTIVA,,,310
513,SECRETARIA DE TRÁNSITO Y TRANSPORTE,,,TRANSITO@VALLEDUPAR-CESAR.GOV.CO,,,,,,,,,,,,,,309
515,TRÁNSITO DEL ATLÁNTICO,INSTITUTO DE TRANSITO DEL ATLANTICO,,ATENCIONALCIUDADANO@ATLANTICO.GOV.CO,,800115102,4624,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 40 KRA. 45 ESQUINA.,3713000,http://www.transitodelatlantico.gov.co,ACTIVA,,,308
529,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL - UGPP,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCION SOCIAL,,CONTACTENOS@UGPP.GOV.CO,CONTACTENOS@UGPP.GOV.CO,900373913,8002,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ADSCRITAS,CARRERA 19 A 78  80 PISO 5°,4237300,http://www.ugpp.gov.co,ACTIVA,LUCIANO  GRISALES LONDOÑO,DIRECTOR GENERAL DE LA UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL -UGPP,298
530,INSTITUTO MUNICIPAL DE TRÁNSITO Y TRANSPORTE DE CLEMENCIA,INSTITUTO MUNICIPAL DE TRÁNSITO Y TRANSPORTE DEL MUNICIPIO DE CLEMENCIA,CLEMENCIA,MEDIDASCAUTELARES@TRANSITOCLEMENCIA.GOV.CO,,900563301,12769,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,,CARRERA 11 - 11 76,6298149,http://www.nodisponible.com,ACTIVA,HELMER ROJAS ZABALA,,297
537,INSTITUTO DE TRÁNSITO DEL ATLÁNTICO,INSTITUTO DE TRANSITO DEL ATLANTICO,,NOTIFICACIONJUDICIAL@JUANDEACOSTA-ATLANTICO.GOV.CO,,800115102,4624,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CALLE 40 KRA. 45 ESQUINA.,3713000,http://www.transitodelatlantico.gov.co,ACTIVA,,,292
543,ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD - ADRES,ADMINISTRADORA DE LOS RECURSOS DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,,CORRESPONDENCIA1@ADRES.GOV.CO,,901037916,8176,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,ESPECIAL,ADSCRITAS,AVENIDA CALLE 26 # 69 - 76 TORRE 1 PISO 17,4322760,https://www.adres.gov.co,ACTIVA,FELIX LEÓN MARTÍNEZ MARTÍN,,289
545,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA,CORPORACION AUTONOMA REGIONAL DE RISARALDA,,CARDER@CARDER.GOV.CO,,891410354,269,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,AVENIDA DE LAS AMÉRICAS CON CALLE 46 # 46 - 40,63116511,http://www.carder.gov.co,ACTIVA,JULIO CÉSAR GÓMEZ SALAZAR,,289
550,"CORPORACIÓN AUTÓNOMA REGIONAL DE LAS CUENCAS DE LOS RÍOS NEGRO Y NARE "" CORNARE """,CORPORACION AUTONOMA REGIONAL DE LAS CUENCAS DE LOS RIOS NEGRO Y NARE,,CLIENTE@CORNARE.GOV.CO,,890985138,369,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,NO APLICA,CARRERA 59   44  48 SECTOR AUTOPISTA MEDELLÍN - BOGOTÁ KM 54,5461616,http://www.cornare.gov.co,ACTIVA,,,286
560,SECRETARIA DE MOVILIDAD DE BOLIVAR,SECRETARIA DISTRITAL DE MOVILIDAD,,TRAMITESMOVILIDADDESEMBARGOS@BOLIVAR.GOV.CO,,899999061,6124,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,AV CALLE 13 NO. 37-35,3649400,http://www.movilidadbogota.gov.co,ACTIVA,,,281
568,INSTITUTO DE TRANSITO Y TRANSPORTE DEL MUNICIPIO DE LOS PATIOS,INSTITUTO DE TRANSITO DEL MUNICIPIO DE LOS PATIOS,LOS PATIOS,DIRECCION@TRANSITOLOSPATIOS.GOV.CO,,807003659,2735,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,AVENIDA 10 NO. 28 - 46 BARRIO PATIO CENTRO LOS PATIOS NORTE DE SANTANDER,5552175,http://www.transitolospatios.gov.co/,ACTIVA,JAVIER EDUARDO PORRAS MANRIQUE,,276
605,"INSTITUTO DE TRÁNSITO Y TRANSPORTE MUNICIPAL DE CIÉNAGA MAGDALENA "" INTRACIENAGA """,INSTITUTO DE TRANSITO Y TRANSPORTE MUNICIPAL DE CIENAGA,CIÉNAGA,INTRACIENAGA@CIENAGA-MAGDALENA.GOV.CO,,819004646,4578,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CRA 20 18- 52  COLISEO CUBIERTO,4241852,http://www.intracienaga.com,ACTIVA,,,251
620,ALCALDÍA DE BELLO,ALCALDIA DE BELLO,BELLO,CONTACTENOS@BELLO.GOV.CO,,890980112,330,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 50  NO 51-00,4521000,http://www.bello.gov.co,ACTIVA,YULIETH LORENA GONZALEZ OSPINA,,245
623,INSTITUTO DE MOVILIDAD DE PEREIRA,INSTITUTO DE MOVILIDAD DE PEREIRA,PEREIRA,CONTACTENOS@MOVILIDADPEREIRA.GOV.CO,,816000558,4729,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ADSCRITAS,CARRERA 9 NO 37-65,3294921,http://www.movilidadpereira.gov.co,ACTIVA,LUIS FERNANDO GONZALEZ BUITRAGO,,243
626,INSTITUTO DE TRANSITO MUNICIPAL DE CHAPARRAL,,CHAPARRAL,INSTITUTOTRANSITOCHAPARRAL2020@GMAIL.COM,,,,,,,,,,,,,,242
631,ALCALDIA DE LA CEJA DEL TAMBO,ALCALDIA DE LA CEJA DEL TAMBO,LA CEJA,ALCALDIA@LACEJA-ANTIOQUIA.GOV.CO,,890981207,682,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA  20 NO 19-78,5531414,https://laceja-antioquia.gov.co/,ACTIVA,MARIA ILBED SANTA SANTA,,239
648,EMPRESAS PÚBLICAS DE MEDELLÍN E.S.P.,EMPRESAS PUBLICAS DE APARTADO S.A.S E.S.P.,MEDELLÍN,UO0147@EPM.COM.CO,,9010660643,3845,TERRITORIAL,NO APLICA,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,VINCULADAS,CALLE 7 SUR 42 70 OFICINA 2202 ED. FORUM,8289400,NO DISPONIBLE,ACTIVA,,,233
652,UNIDAD DE GESTIÓN PENSIONAL Y PARAFISCALES -UGPP,,,CONTACTENOS@UGPP.GOV.CO,,,,,,,,,,,,,,231
666,SECRETARÍA DISTRITAL DE SALUD,SECRETARIA DISTRITAL DE SALUD,,RADICACIONCOBRO@SALUDCAPITAL.GOV.CO,,899999061,6130,TERRITORIAL,NO APLICA,SECRETARIA DE DESPACHO,ADSCRITAS,CARRERA 32 N 12  81,3649090,http://www.saludcapital.gov.co,ACTIVA,,,223
673,ALCALDIA MUNICIPAL DE BECERRIL CESAR,ALCALDIA DE BECERRIL,BECERRIL,ALCALDIA@BECERRIL-CESAR.GOV.CO,,800096576,130,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 10 NO. 6 - 84,5768007,NO DISPONIBLE,ACTIVA,FABIAN EDUARDO MARTINEZ GARCIA,,221
678,ALCALDÍA DE CALDAS,ALCALDIA DE CALDAS,,CONTACTENOS@CALDASANTIOQUIA.GOV.CO,,890980447,179,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 49 NÚMERO 129 SUR 84 CALDAS,3788500,http://www.caldasantioquia.gov.co,ACTIVA,JORGE MARIO RENDÓN VÉLEZ,,219
681,DEPARTAMENTO DEL META,,,ALCALDIA@GRANADA-META.GOV.CO,,,,,,,,,,,,,,218
688,ALCALDÍA MAYOR DE TUNJA,ALCALDIA DE TUNJA,TUNJA,TRANSITO@TUNJA.GOV.CO,,891800846,1210,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 19 NO. 9 - 95 EDIFICIO MUNICIPAL,7405770,http://www.tunja-boyaca.gov.co,ACTIVA,MIKHAIL  KRASNOV,,213
689,ALCALDIA DISTRITAL DE BARRANCABERMEJA,ALCALDIA DE BARRANCABERMEJA,BARRANCABERMEJA,NOTIFICACIONES@TRANSITOBARRANCABERMEJA.GOV.CO,,890201900,329,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,PALACIO MUNICIPAL CRA 5A NO 50-43,6115555,http://www.barrancabermeja.gov.co,ACTIVA,JONATHAN STIVEL VASQUEZ GOMEZ,,213
697,CISA CENTRAL DE INVERSIONES S.A.,CENTRAL DE INVERSIONES S.A.,,CISA@CISA.GOV.CO,CISA@CENTRALDEINVERSIONES.COM.CO,860042945,6168,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,ESPECIAL,VINCULADAS,CALLE 63 N 11  09,5460400,http://www.cisa.gov.co,ACTIVA,NICOLAS CORSO SALAMANCA,PRESIDENTE DE ENTIDAD DESCENTRALIZADA,209
698,MUNICIPIO DE LA UNIÓN VALLE DEL CAUCA,ALCALDIA DE LA UNION - VALLE DEL CAUCA,LA UNIÓN,ALCALDIA@LAUNION-VALLE.GOV.CO,,891901109,710,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 15 Nº 14-34,2293118,http://www.launion-valle.gov.co,ACTIVA,GERMAN ALFONSO VILLAQUIRAN HURTADO,,209
701,SECRETARIA DE HACIENDA Y DEL TESORO PUBLICO MUNICIPIO DE HONDA TOLIMA,,HONDA,SECRETARIADEHACIENDA@HONDA-TOLIMA.GOV.CO,,,,,,,,,,,,,,207
714,MUNICIPIO VILLAVICENCIO,,VILLAVICENCIO,MOVILIDAD@VILLAVICENCIO.GOV.CO,,,,,,,,,,,,,,202
733,CONTRALORÍA DEPARTAMENTAL DE CASANARE,CONTRALORIA DEPARTAMENTAL DE CASANARE,,CONTACTO@CONTRALORIACASANARE.GOV.CO,,800183912,2642,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,NO APLICA,CALLE 9 NO. 19-58,6354700,http://contraloriacasanare.gov.co,ACTIVA,CIPRIANO CASTRO MEDINA,,198
741,SECRETARIA DE MOVILIDAD DIRECCIÓN SERVICIOS,,,MOVILIDAD@VILLAVICENCIO.GOV.CO,,,,,,,,,,,,,,195
749,ALCALDÍA DE SITIONUEVO,ALCALDIA DE SITIONUEVO,SITIONUEVO,ALCALDIA@SITIONUEVO-MAGDALENA.GOV.CO,,891780103,1128,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,SITIONUEVO MAGDALENA,3106764263,http://www.sitionuevo-magdalena.gov.co,ACTIVA,JOSE ALCIDES MANGA MANGA,,193
750,SECRETARÍA DE HACIENDA SANTA MARTA,,SANTA MARTA,HACIENDA@SANTAMARTA.GOV.CO,,,,,,,,,,,,,,192
755,ALCALDÍA MAYOR DE BOGOTA,ALCALDIA MAYOR DE BOGOTA,BOGOTÁ D.C.,RADICACIONHACIENDABOGOTA@SHD.GOV.CO,,899999061,6350,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CARRERA 8  NO  10 - 65,3813060,http://www.bogota.gov.co,ACTIVA,,,191
775,ALCALDÍA DEL GUAMO,,GUAMO,ALCALDIA@ELGUAMO-TOLIMA.GOV.CO,,,,,,,,,,,,,,184
784,NO REGISTRA,,,FCTO02PER@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,,,,180
787,ALCALDÍA DE FUSAGASUGÁ,ALCALDIA DE FUSAGASUGA,FUSAGASUGÁ,ATENCIONALCIUDADANO@FUSAGASUGA-CUNDINAMARCA.GOV.CO,ALCALDE@FUSAGASUGA-CUNDINAMARCA.GOV.CO,890680008,594,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 6 NO 6 - 24 CENTRO ADMINISTRATIVO MUNICIPAL,8868181,http://www.fusagasuga-cundinamarca.gov.co,ACTIVA,WILLIAM GARCIA FAYAD,PROFESIONAL ESPECIALIZADO,180
798,SECRETARÍA DE HACIENDA Y DEL TESORO DE BARRANCABERMEJA,,BARRANCABERMEJA,COBROCOACTIVO@BARRANCABERMEJA.GOV.CO,,,,,,,,,,,,,,176
799,ALCALDÍA CASTILLA LA NUEVA,ALCALDIA DE CASTILLA LA NUEVA,CASTILLA LA NUEVA,RENTAS@CASTILLALANUEVA.GOV.CO,,800098190,206,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 6 NO 8-12,6751027,https://www.castillalanueva-meta.gov.co/,ACTIVA,LENITO ELIECER CASTRO CIFUENTES,,176
800,DESARROLLO ECONÓMICO INSTITUTO PARA LA ECONOMÍA SOCIAL,,,SJURIDICAC@IPES.GOV.CO,,,,,,,,,,,,,,175
803,GOBERNACIÓN DEL HUILA,,,INFO@CONTRALORIAHUILA.GOV.CO,,,,,,,,,,,,,,175
806,ALCALDIA DE SAN MARCOS,ALCALDIA DE SAN MARCOS - SUCRE,SAN MARCOS,SECRETARIAHACIENDA@SANMARCOS-SUCRE.GOV.CO,,892200591,1054,TERRITORIAL,NO APLICA,ALCALDÍA,ADSCRITAS,CALLE 18 ENTRE CARRERAS 25 Y 26,2954114,http://www.sanmarcos-sucre.gov.co,ACTIVA,BLADIMIR EDUARDO SIERRA OCHOA,,174
