entidad_id,nombre_normalizado,nombre_real,tipo,subtipo,categoria,nit,cod_institucion,email,direccion,telefono,ciudad,municipio_id,departamento_id,orden,sector,naturaleza_juridica,estado,representante,total_registros,num_variantes
80,JUZGADO 42 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J42PCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,1347,25
81,JUZGADO VEINTIDÓS CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL22BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1345,8
82,JUZGADO DÉCIMO CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL10BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1339,10
83,JUZGADO SESENTA Y UNO 61 CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL61BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1290,17
84,JUZGADO CUARENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ D.C.,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,J41PCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,14,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,1286,20
85,JUZGADO SÉPTIMO CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPAL07MA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1284,12
86,JUZGADO SEXTO CIVIL MUNICIPAL DE CARTAGENA,JUZGADO 001 CIVIL MUNICIPAL DE CARTAGENA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,130014003001,J06CMPLCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 5A#36-127 - CALLE DEL CUARTEL CARRERA 5 A N° 36 - 127 OFICINA 312,5-3102375766,CARTAGENA DE INDIAS,167,6,ORDINARIA,JUDICIAL,,,KEY SANDY CARO  MEJIA,1283,19
87,JUZGADO QUINCE CIVIL MUNICIPAL DE BUCARAMANGA,JUZGADO 001 CIVIL MUNICIPAL DE BUCARAMANGA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,680014003001,J15CMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 35#11-12 - OFICINA 231,7-4011,BUCARAMANGA,903,28,ORDINARIA,JUDICIAL,,,IVAN ALFONSO GAMARRA SERRANO,1279,7
88,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE BARRANQUILLA,,JUZGADO,,JUDICIAL,,,J03PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BARRANQUILLA,136,4,,,,,,1265,15
89,"JUZGADO VEINTITRÉS 23 CIVIL MUNICIPAL DE ORALIDAD , BOGOTÁ D.C.",,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL23BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1247,49
90,JUZGADO VEINTISÉIS CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL26BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1246,11
91,JUZGADO CUARENTA Y SIETE CIVIL MUNICIPAL DE BOGOTÁ DC,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL47BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1245,4
92,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA CAM,CORPORACION  AUTONOMA REGIONAL DEL ALTO MAGDALENA - CAM,CAR,,COACTIVA,800255580,884,CAMHUILA@CAM.GOV.CO,CARRERA 1 N 60  79,8664454,,,20,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ORGANOS AUTÓNOMOS,ACTIVA,CAMILO AUGUSTO AGUDELO PERDOMO,1230,83
93,ALCALDÍA DE SANTIAGO DE CALI,ALCALDIA DE SANTIAGO,ALCALDIA,,COACTIVA,800099262,1104,MEDIDAS.CAUTELARES@CALI.GOV.CO,CALLE 3 NO.2-31 CENTRO,5856511,CALI,1064,31,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,,1229,10
94,ALCALDÍA MUNICIPAL DE CIÉNAGA,ALCALDIA DE CIENAGA  MAGDALENA,ALCALDIA,,COACTIVA,891780043,241,PQRS@INTRACIENAGA-MAGDALENA.GOV.CO,CALLE 15 #11 85,3008383416,CIÉNAGA,696,20,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,LUIS ALBERTO FERNANDEZ QUINTO,1215,41
95,JUZGADO VEINTIUNO 21 CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL21BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1211,10
96,MUNICIPIO DE CLEMENCIA BOLIVAR,ALCALDIA DE CLEMENCIA - BOLIVAR,MUNICIPIO,,COACTIVA,806000701,247,MEDIDASCAUTELARES@TRANSITOCLEMENCIA.GOV.CO,URB ANITA TRANV 52 # 32-41 CARTAGENA,3145505842,CLEMENCIA,169,6,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,,1206,35
97,JUZGADO PRIMERO CIVIL DEL CIRCUITO,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,CCTO01BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,1194,15
98,INSTITUTO DE MOVILIDAD DE EL CARMEN DE BOLÍVAR,INSTITUTO DE MOVILIDAD DE EL CARMEN DE BOLÍVAR,INSTITUTO_MOVILIDAD,,COACTIVA,800115099,11905,DIRECTOR@TRANSITOELCARMENDEBOLIVAR.GOV.CO,CARRERA 54 - CALLE 23 Y 24  NO.23-26 BARRIO MONTE CARMELO,,EL CARMEN DE BOLÍVAR,171,6,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ACTIVA,SARA INÉS MERCADO BENEDETTI,1171,16
99,JUZGADO DIECISIETE CIVIL MUNICIPAL DE CARTAGENA,JUZGADO 001 CIVIL MUNICIPAL DE CARTAGENA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,130014003001,J17CMPLCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 5A#36-127 - CALLE DEL CUARTEL CARRERA 5 A N° 36 - 127 OFICINA 312,5-3102375766,CARTAGENA DE INDIAS,167,6,ORDINARIA,JUDICIAL,,,KEY SANDY CARO  MEJIA,1170,3
100,JUZGADO 5 CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL05BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,1168,9
101,ALCALDÍA DE SINCELEJO,ALCALDIA DE SINCELEJO,ALCALDIA,,COACTIVA,800104062,1126,TRANSITO@SINCELEJO.GOV.CO,CARRERA 17 NO. 22 - 42 CENTRO EJECUTIVO LOS ANDES,2826264,SINCELEJO,1004,29,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,YAHIR FERNANDO ACUÑA CARDALES,1161,50
102,JUZGADO CUARENTA Y DOS CIVIL MUNICIPAL,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL42BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,1158,1
103,JUZGADO VEINTIUNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,J21PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,1144,21
104,JUZGADO 53 CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL53BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,1133,6
105,JUZGADO SEGUNDO CIVIL MUNICIPAL ORAL DE BARRANQUILLA,JUZGADO 001 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,080014003001,CMUN02BA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CALLE 40 # 44 - 80 - EDIFICIO CENTRO CÍVICO, PISO 7",5-3885005 Ext. 1059,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,BEATRIZ MARTHA DIAZGRANADOS  CORVACHO,1101,28
106,ALCALDÍA MUNICIPAL DE SAN JOSÉ DE CÚCUTA,ALCALDIA DE SAN JOSE DE CUCUTA,ALCALDIA,,COACTIVA,890501434,1033,0,CALLE 11 NO. 5-49 PALACIO MUNICIPAL,5833939,CÚCUTA,823,23,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,JORGE ENRIQUE ACEVEDO PEÑALOZA,1101,35
107,GOBERNACIÓN DE ANTIOQUIA,GOBERNACION DE ANTIOQUIA,GOBERNACION,,COACTIVA,890900286,4391,GESTIONDOCUMENTAL@ANTIOQUIA.GOV.CO,"CALLE 42B NÚMERO 52- 106 CENTRO ADMINISTRATIVO DEPARTAMENTAL ""JOSÉ MARÍA CÓRDOVA""",3839000,,,2,TERRITORIAL,NO APLICA,GOBERNACIÓN,ACTIVA,ANDRÉS JULIAN RENDON CARDONA,1099,16
108,GOBERNACIÓN DE CASANARE,GOBERNACION DE CASANARE,GOBERNACION,,COACTIVA,892099216,4404,COBROCOACTIVO@CASANARE.GOV.CO,CARRERA 19 # 6-100,6358616,,,10,TERRITORIAL,NO APLICA,GOBERNACIÓN,ACTIVA,CESAR AUGUSTO ORTIZ ZORRO,1076,31
109,ALCALDIA MUNICIPAL DE BARANOA ATLANTICO,ALCALDIA DE BARANOA,ALCALDIA,,COACTIVA,890112371,46,HACIENDA@BARANOA-ATLANTICO.GOV.CO,CRA. 19 NO. 16A-16.,8789999,BARANOA,135,4,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,LÁZARO RAFAEL ESCALANTE ESTRADA,1074,15
110,JUZGADO DIECISÉIS DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,J16PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,1063,37
111,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J01PQCCMCUC@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,1054,40
112,JUZGADO TREINTA Y SIETE 37 CIVIL  MUNICIPAL DE BOGOTA D.C.,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL37BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,1054,57
113,JUZGADO VEINTE CIVIL MUNICIPAL DE ORALIDAD DE BOGOTÁ,JUZGADO 001 CIVIL MUNICIPAL DE BOGOTÁ,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,110014003001,CMPL20BT@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10 # 14-33  - PISO 4,1-,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,EDUARDO ANDRES CABRALES ALARCON,1048,6
114,JUZGADO TREINTA Y SEIS ( 36 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J36PCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,1047,29
115,JUZGADO DIECINUEVE 19 CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL19BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,1018,9
116,JUZGADO VEINTE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,MEMORIALESJ20PQCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,1006,7
117,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE CARTAGENA,,JUZGADO,,JUDICIAL,,,JPEQCACMCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CARTAGENA DE INDIAS,167,6,,,,,,997,3
118,JUZGADO VEINTIUNO CIVIL MUNICIPAL DE CALI,JUZGADO 001 CIVIL MUNICIPAL DE CALI,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,760014003001,J21CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10 # 12-15 - PISO 9,2-8986868 5012,CALI,,31,ORDINARIA,JUDICIAL,,,ELIANA MILDRETH NINCO ESCOBAR,994,4
119,GOBERNACIÓN VALLE DEL CAUCA,GOBERNACION DE VALLE DEL CAUCA,GOBERNACION,,COACTIVA,890399029,4420,CONTACTENOS@VALLEDELCAUCA.GOV.CO,CARRERA 6 CALLE 9 Y 10  PALACIO SAN FRANCISCO,8600147,,,31,TERRITORIAL,NO APLICA,GOBERNACIÓN,ACTIVA,DILIAN FRANCISCA TORO TORRES,986,29
120,JUZGADO NOVENO CIVIL MUNICIPAL BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL09BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,967,19
121,JUZGADO VEINTITRES DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,J23PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,964,21
122,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CÚCUTA NORTE DE SANTANDER,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JCIVMCU2@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CÚCUTA,823,23,,,,,,961,10
123,JUZGADO CATORCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,080014189001,J14PRPCBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 24#7-07 - SIMON BOLIVAR,5-3885005,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,MARCIA VIVIANA BERMUDEZ  ROJAS,954,11
124,EMPRESAS PÚBLICAS DE ARMENIA EPA ESP,EMPRESAS PUBLICAS DE ARMENIA,ESP,,COACTIVA,890000439,4259,CARTERA@EPA.GOV.CO,CENTRO ADMINISTRATIVO MUNICIPAL -CAM,7411780,ARMENIA,867,25,TERRITORIAL,NO APLICA,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,ACTIVA,JORGE IVAN RENGIFO RODRIGUEZ,952,45
125,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J03PQCCMIBA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,937,24
126,JUZGADO DOCE CIVIL MUNICIPAL DE CÚCUTA NORTE DE SANTANDER,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JCIVMCU12@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CÚCUTA,823,23,,,,,,937,5
127,ALCALDÍA DE SOACHA,ALCALDIA DE SOACHA,ALCALDIA,,COACTIVA,800094755,491,CONTACTENOS@ALCALDIASOACHA.GOV.CO,CALLE 13 Nº 7-30 SOACHA,7305500,SOACHA,573,14,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,JUAN CARLOS SALDARRIAGA GAVIRIA,930,30
128,JUZGADO OCTAVO CIVIL MUNICIPAL ORAL DE BARRANQUILLA,JUZGADO 001 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,080014003001,CMUN08BA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CALLE 40 # 44 - 80 - EDIFICIO CENTRO CÍVICO, PISO 7",5-3885005 Ext. 1059,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,BEATRIZ MARTHA DIAZGRANADOS  CORVACHO,927,12
129,JUZGADO SEGUNDO CIVIL DEL CIRCUITO,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,CCTO02NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,926,11
130,ALCALDÍA DE RIONEGRO,ALCALDIA DE RIONEGRO - SANTANDER,ALCALDIA,,COACTIVA,890204646,967,ALCALDIA@RIONEGRO.GOV.CO,CARRERA 12 # 10 - 23,945658100,RIONEGRO,87,2,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,HECTOR JOHANNY SANTANA MUÑOZ,926,14
131,JUZGADO CINCUENTA Y CINCO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,CMPL73BT@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,923,34
132,JUZGADO TRECE CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO 001 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,080014003001,CMUN13BA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CALLE 40 # 44 - 80 - EDIFICIO CENTRO CÍVICO, PISO 7",5-3885005 Ext. 1059,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,BEATRIZ MARTHA DIAZGRANADOS  CORVACHO,922,16
133,JUZGADO DIECINUEVE CIVIL MUNICIPAL DE ORALIDAD DE CALI,JUZGADO 001 CIVIL MUNICIPAL DE CALI,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,760014003001,J19CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10 # 12-15 - PISO 9,2-8986868 5012,CALI,,31,ORDINARIA,JUDICIAL,,,ELIANA MILDRETH NINCO ESCOBAR,921,2
134,ALCALDIA DE PIEDECUESTA,ALCALDIA DE PIEDECUESTA,ALCALDIA,,COACTIVA,890205383,866,EMBARGOSCOACTIVO@ALCALDIADEPIEDECUESTA.GOV.CO,CARRERA 7 NO 9-43,6561529,PIEDECUESTA,956,28,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,OSCAR JAVIER SANTOS GALVIS,917,31
135,JUZGADO SEGUNDO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,,JUZGADO,,JUDICIAL,,,J02PQCCMSOLEDAD@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,913,22
136,HOSPITAL CÉSAR URIBE PIEDRAHITA,HOSPITAL REGIONAL  CESAR URIBE PIEDRAHITA  -CAUCASIA,OTRO,,COACTIVA,890980757,3522,GESTIONTRIBUTARIA@GOBCESAR.GOV.CO,CALLE 31 CON KRA 18- BARRIO EL PALMAR- CAUCASIA- ANTIOQUIA,8392161,,,12,TERRITORIAL,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,ACTIVA,,912,35
137,ALCALDÍA DE PEREIRA,ALCALDIA DE PEREIRA,ALCALDIA,,COACTIVA,891480030,445,CONTACTENOS@PEREIRA.GOV.CO,CARRERA 7 Nº 18-55 PISO 3,3248016,PEREIRA,888,26,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,MAURICIO SALAZAR PELAEZ,912,13
138,JUZGADO 58 CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL58BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,907,8
139,JUZGADO CINCUENTA Y DOS 52 CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL52BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,906,11
140,JUZGADO TERCERO PROMISCUO MUNICIPAL,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J03PMPALCIENAGA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,904,8
141,JUZGADO OCTAVO CIVIL MUNICIPAL DISTRITO JUDICIAL DE CÚCUTA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,JCIVMCU8@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CÚCUTA,823,23,,,,,,903,25
142,ALCALDÍA MUNICIPAL PUERTO COLOMBIA,ALCALDIA DE PUERTO COLOMBIA,ALCALDIA,,COACTIVA,800094386,922,CONTACTENOS@PUERTOCOLOMBIA-ATLANTICO.GOV.CO,CARRERA 4  2-18 SEDE PRINCIPAL,3226722,PUERTO COLOMBIA,148,4,TERRITORIAL,NO APLICA,ALCALDÍA,ACTIVA,WILMAN VARGAS ALTAHONA,899,55
143,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,CMPL09NEI@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,897,17
144,JUZGADO PRIMERO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BUCARAMANGA,JUZGADO 001 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BUCARAMANGA,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,680014303001,OFEJCMBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 12#31-08,7-,BUCARAMANGA,903,28,ORDINARIA,JUDICIAL,,,MARIA PAOLA ANNICCHIARICO CONTRERAS,890,57
145,JUZGADO OCTAVO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,080014189001,J08PRPCBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 24#7-07 - SIMON BOLIVAR,5-3885005,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,MARCIA VIVIANA BERMUDEZ  ROJAS,881,19
146,JUZGADO CINCUENTA Y UNO 51 CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL51BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,880,3
147,DIRECCION DE TRANSITO Y TRANSPORTE DE FLORIDABLANCA,DIRECCION DE TRANSITO Y TRANSPORTE - FLORIDABLANCA,TRANSITO,,COACTIVA,800115171,2740,INFO@TRANSITOFLORIDABLANCA.GOV.CO,CALLE 9 NO 8-14,6187939,FLORIDABLANCA,928,28,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,ACTIVA,FERLEY GUILLERMO GONZALEZ ORTIZ,877,10
148,JUZGADO DIECIOCHO 18 CIVIL MUNICIPAL DE BOGOTÁ D C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J18CMPALBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,869,9
